id,id_internal,employees,founding_year,indegree,outdegree,innoprob,sustainability_intensity,ai_intensity,3d_printing_intensity,lats,lons
1454,0,2.0,2001.0,1,0,0.39219233,0.0,0.0,0.0,47.99150118491733,9.044256025153242
1455,0,,,0,0,,,,,49.2553371447452,8.139565786655867
1456,0,2.0,2020.0,0,0,0.21564454,0.0,0.0,0.0,49.97984760294475,9.33636168834927
1457,0,,2013.0,0,8,0.18488157,0.0,0.0,0.0,49.801532938587826,9.848510562687427
1458,0,,,0,0,0.2990641,0.0,0.0,0.0,49.003359933970856,8.495463610409193
1459,0,,,0,0,,,,,49.44847096303269,9.171228764857046
1460,0,2.0,1994.0,8,3,0.09851003,0.0,0.0,0.0,49.130697488771204,7.705014373303398
1461,0,1.0,2014.0,0,1,0.19018811,0.2497077512583501,0.0,0.0,49.80142541232686,8.955428553354496
1462,0,,,0,0,,,,,48.13020547602283,8.624099906871148
1463,0,10.0,2014.0,0,0,,,,,48.76295692938131,10.192126784150284
1464,0,,,3,2,0.19472468,1.088995417768046,0.0,0.6859432116677787,49.19529760460645,9.991800039554956
1465,0,,,31,0,0.5740975,0.3948042082892757,0.0,0.0,47.60659807766705,8.905655659758029
1466,0,2.0,2002.0,0,0,0.09963995,0.0,0.0,0.0,48.54780211761556,9.044914445982501
1467,0,,,0,2,0.17543566,0.0,0.0,0.0,49.29828962343118,10.222663616783686
1468,0,,1995.0,0,0,0.5050474,0.0,0.0,0.0,49.810103806202726,8.997190899780305
